2026-04-27 17:10:31 | INFO     | src.utils.seed_control | Global seed set to 42
2026-04-27 18:08:51 | INFO     | __main__ | Processing sample 1000/4319...
2026-04-27 18:11:51 | INFO     | __main__ | Processing sample 1050/4319...
2026-04-27 18:14:42 | INFO     | __main__ | Processing sample 1100/4319...
2026-04-27 18:17:38 | INFO     | __main__ | Processing sample 1150/4319...
2026-04-27 18:20:29 | INFO     | __main__ | Processing sample 1200/4319...
2026-04-27 18:23:17 | INFO     | __main__ | Processing sample 1250/4319...
2026-04-27 18:26:06 | INFO     | __main__ | Processing sample 1300/4319...
2026-04-27 18:28:55 | INFO     | __main__ | Processing sample 1350/4319...
2026-04-27 18:31:44 | INFO     | __main__ | Processing sample 1400/4319...
2026-04-27 18:34:36 | INFO     | __main__ | Processing sample 1450/4319...
2026-04-27 18:37:29 | INFO     | __main__ | Processing sample 1500/4319...
2026-04-27 18:40:22 | INFO     | __main__ | Processing sample 1550/4319...
2026-04-27 18:43:11 | INFO     | __main__ | Processing sample 1600/4319...
2026-04-27 18:45:58 | INFO     | __main__ | Processing sample 1650/4319...
2026-04-27 18:48:47 | INFO     | __main__ | Processing sample 1700/4319...
2026-04-27 18:51:38 | INFO     | __main__ | Processing sample 1750/4319...
2026-04-27 18:54:29 | INFO     | __main__ | Processing sample 1800/4319...
2026-04-27 18:57:21 | INFO     | __main__ | Processing sample 1850/4319...
2026-04-27 19:00:11 | INFO     | __main__ | Processing sample 1900/4319...
2026-04-27 19:03:01 | INFO     | __main__ | Processing sample 1950/4319...
2026-04-27 19:05:45 | INFO     | __main__ | Processing sample 2000/4319...
2026-04-27 19:08:37 | INFO     | __main__ | Processing sample 2050/4319...
2026-04-27 19:11:29 | INFO     | __main__ | Processing sample 2100/4319...
2026-04-27 19:14:18 | INFO     | __main__ | Processing sample 2150/4319...
2026-04-27 19:17:11 | INFO     | __main__ | Processing sample 2200/4319...
2026-04-27 19:19:57 | INFO     | __main__ | Processing sample 2250/4319...
2026-04-27 19:22:45 | INFO     | __main__ | Processing sample 2300/4319...
2026-04-27 19:25:36 | INFO     | __main__ | Processing sample 2350/4319...
2026-04-27 19:28:24 | INFO     | __main__ | Processing sample 2400/4319...
2026-04-27 19:31:16 | INFO     | __main__ | Processing sample 2450/4319...
2026-04-27 19:34:06 | INFO     | __main__ | Processing sample 2500/4319...
2026-04-27 19:36:55 | INFO     | __main__ | Processing sample 2550/4319...
2026-04-27 19:39:44 | INFO     | __main__ | Processing sample 2600/4319...
2026-04-27 19:42:32 | INFO     | __main__ | Processing sample 2650/4319...
2026-04-27 19:45:24 | INFO     | __main__ | Processing sample 2700/4319...
2026-04-27 19:48:15 | INFO     | __main__ | Processing sample 2750/4319...
2026-04-27 19:51:06 | INFO     | __main__ | Processing sample 2800/4319...
2026-04-27 19:53:55 | INFO     | __main__ | Processing sample 2850/4319...
2026-04-27 19:56:43 | INFO     | __main__ | Processing sample 2900/4319...
2026-04-27 19:59:32 | INFO     | __main__ | Processing sample 2950/4319...
2026-04-27 20:02:26 | INFO     | __main__ | Processing sample 3000/4319...
2026-04-27 20:05:17 | INFO     | __main__ | Processing sample 3050/4319...
2026-04-27 20:08:08 | INFO     | __main__ | Processing sample 3100/4319...
2026-04-27 20:10:56 | INFO     | __main__ | Processing sample 3150/4319...
2026-04-27 20:13:45 | INFO     | __main__ | Processing sample 3200/4319...
2026-04-27 20:16:35 | INFO     | __main__ | Processing sample 3250/4319...
2026-04-27 20:19:23 | INFO     | __main__ | Processing sample 3300/4319...
2026-04-27 20:22:10 | INFO     | __main__ | Processing sample 3350/4319...
2026-04-27 20:25:00 | INFO     | __main__ | Processing sample 3400/4319...
2026-04-27 20:27:46 | INFO     | __main__ | Processing sample 3450/4319...
2026-04-27 20:30:37 | INFO     | __main__ | Processing sample 3500/4319...
2026-04-27 20:33:28 | INFO     | __main__ | Processing sample 3550/4319...
2026-04-27 20:36:12 | INFO     | __main__ | Processing sample 3600/4319...
2026-04-27 20:39:05 | INFO     | __main__ | Processing sample 3650/4319...
2026-04-27 20:41:52 | INFO     | __main__ | Processing sample 3700/4319...
2026-04-27 20:44:45 | INFO     | __main__ | Processing sample 3750/4319...
2026-04-27 20:47:37 | INFO     | __main__ | Processing sample 3800/4319...
2026-04-27 20:50:31 | INFO     | __main__ | Processing sample 3850/4319...
2026-04-27 20:53:22 | INFO     | __main__ | Processing sample 3900/4319...
2026-04-27 20:56:13 | INFO     | __main__ | Processing sample 3950/4319...
2026-04-27 20:59:01 | INFO     | __main__ | Processing sample 4000/4319...
2026-04-27 21:01:51 | INFO     | __main__ | Processing sample 4050/4319...
2026-04-27 21:04:41 | INFO     | __main__ | Processing sample 4100/4319...
2026-04-27 21:07:33 | INFO     | __main__ | Processing sample 4150/4319...
2026-04-27 21:10:20 | INFO     | __main__ | Processing sample 4200/4319...
2026-04-27 21:13:10 | INFO     | __main__ | Processing sample 4250/4319...
2026-04-27 21:16:00 | INFO     | __main__ | Processing sample 4300/4319...
2026-04-27 21:17:03 | INFO     | experiment.identifiability_visual_ruined_vizwiz_gemma_vl | Experiment summary: {
  "dataset": "vizwiz",
  "model": "gemma_vl",
  "intervention": "visual_ruined",
  "n_samples": 4319
}
2026-04-27 21:17:03 | INFO     | experiment.identifiability_visual_ruined_vizwiz_gemma_vl | Summary saved to results/identifiability/visual_ruined/gemma_vl/vizwiz.summary.json
2026-04-27 21:17:03 | INFO     | __main__ | Done. Results saved to: results/identifiability/visual_ruined/gemma_vl/vizwiz.jsonl
